,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
1033,湖北省,19665,712,549,随州,128.0,0.0,1.0,834.0,9.0,9.0,2020/2/6
1034,湖北省,19665,712,549,荆州,88.0,7.0,1.0,801.0,19.0,10.0,2020/2/6
1035,湖北省,19665,712,549,襄阳,52.0,18.0,0.0,787.0,25.0,2.0,2020/2/6
1036,湖北省,19665,712,549,黄石,57.0,2.0,0.0,566.0,25.0,2.0,2020/2/6
1037,湖北省,19665,712,549,宜昌,67.0,0.0,2.0,563.0,9.0,6.0,2020/2/6
1038,湖北省,19665,712,549,荆门,86.0,5.0,1.0,508.0,21.0,17.0,2020/2/6
1039,湖北省,19665,712,549,鄂州,41.0,2.0,0.0,423.0,8.0,18.0,2020/2/6
1040,湖北省,19665,712,549,咸宁,15.0,3.0,1.0,399.0,5.0,1.0,2020/2/6
1041,湖北省,19665,712,549,十堰,35.0,11.0,0.0,353.0,20.0,0.0,2020/2/6
1042,湖北省,19665,712,549,仙桃,40.0,11.0,1.0,265.0,11.0,5.0,2020/2/6
1043,湖北省,19665,712,549,恩施州,6.0,0.0,0.0,144.0,10.0,0.0,2020/2/6
1044,湖北省,19665,712,549,天门,10.0,1.0,0.0,138.0,1.0,10.0,2020/2/6
1045,湖北省,19665,712,549,潜江,10.0,0.0,0.0,64.0,0.0,1.0,2020/2/6
1046,湖北省,19665,712,549,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020/2/6
1047,湖北省,22112,867,618,武汉,1501.0,87.0,64.0,11618.0,542.0,478.0,2020/2/7
1048,湖北省,22112,867,618,孝感,255.0,0.0,0.0,2141.0,30.0,25.0,2020/2/7
1049,湖北省,22112,867,618,黄冈,90.0,19.0,3.0,1897.0,81.0,32.0,2020/2/7
1050,湖北省,22112,867,618,随州,81.0,0.0,0.0,915.0,9.0,9.0,2020/2/7
1051,湖北省,22112,867,618,荆州,84.0,5.0,0.0,885.0,24.0,10.0,2020/2/7
1052,湖北省,22112,867,618,襄阳,51.0,5.0,1.0,838.0,30.0,3.0,2020/2/7
1053,湖北省,22112,867,618,黄石,69.0,15.0,0.0,635.0,40.0,2.0,2020/2/7
1054,湖北省,22112,867,618,宜昌,47.0,6.0,1.0,610.0,15.0,7.0,2020/2/7
1055,湖北省,22112,867,618,荆门,45.0,3.0,0.0,553.0,24.0,17.0,2020/2/7
1056,湖北省,22112,867,618,鄂州,48.0,1.0,0.0,471.0,9.0,18.0,2020/2/7
1057,湖北省,22112,867,618,咸宁,44.0,3.0,0.0,443.0,8.0,1.0,2020/2/7
1058,湖北省,22112,867,618,十堰,42.0,8.0,0.0,395.0,28.0,0.0,2020/2/7
1059,湖北省,22112,867,618,仙桃,42.0,0.0,0.0,307.0,11.0,5.0,2020/2/7
1060,湖北省,22112,867,618,天门,25.0,0.0,0.0,163.0,1.0,10.0,2020/2/7
1061,湖北省,22112,867,618,恩施州,13.0,3.0,0.0,157.0,13.0,0.0,2020/2/7
1062,湖北省,22112,867,618,潜江,10.0,0.0,0.0,74.0,0.0,1.0,2020/2/7
1063,湖北省,22112,867,618,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020/2/7
1064,湖北省,24953,1218,699,武汉,1985.0,205.0,67.0,13603.0,747.0,545.0,2020/2/8
1065,湖北省,24953,1218,699,孝感,172.0,12.0,1.0,2313.0,42.0,26.0,2020/2/8
1066,湖北省,24953,1218,699,黄冈,144.0,24.0,4.0,2041.0,105.0,36.0,2020/2/8
1067,湖北省,24953,1218,699,随州,38.0,14.0,0.0,953.0,23.0,9.0,2020/2/8
1068,湖北省,24953,1218,699,荆州,56.0,7.0,1.0,941.0,31.0,11.0,2020/2/8
1069,湖北省,24953,1218,699,襄阳,69.0,4.0,2.0,907.0,34.0,5.0,2020/2/8
1070,湖北省,24953,1218,699,黄石,68.0,8.0,0.0,703.0,48.0,2.0,2020/2/8
1071,湖北省,24953,1218,699,宜昌,23.0,10.0,1.0,633.0,25.0,8.0,2020/2/8
1072,湖北省,24953,1218,699,荆门,35.0,12.0,1.0,588.0,36.0,18.0,2020/2/8
1073,湖北省,24953,1218,699,鄂州,98.0,24.0,2.0,569.0,33.0,20.0,2020/2/8
1074,湖北省,24953,1218,699,咸宁,33.0,8.0,1.0,476.0,16.0,2.0,2020/2/8
1075,湖北省,24953,1218,699,十堰,43.0,12.0,0.0,438.0,40.0,0.0,2020/2/8
1076,湖北省,24953,1218,699,仙桃,52.0,3.0,0.0,359.0,14.0,5.0,2020/2/8
1077,湖北省,24953,1218,699,天门,16.0,0.0,0.0,179.0,1.0,10.0,2020/2/8
1078,湖北省,24953,1218,699,恩施州,3.0,7.0,0.0,160.0,20.0,0.0,2020/2/8
1079,湖北省,24953,1218,699,潜江,6.0,1.0,1.0,80.0,1.0,2.0,2020/2/8
1080,湖北省,24953,1218,699,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020/2/8
1081,湖北省,27100,1480,780,武汉,1379.0,131.0,63.0,14982.0,878.0,608.0,2020/2/9
1082,湖北省,27100,1480,780,孝感,123.0,11.0,3.0,2436.0,53.0,29.0,2020/2/9
1083,湖北省,27100,1480,780,黄冈,100.0,32.0,7.0,2141.0,137.0,43.0,2020/2/9
1084,湖北省,27100,1480,780,荆州,56.0,11.0,2.0,997.0,42.0,13.0,2020/2/9
1085,湖北省,27100,1480,780,襄阳,81.0,6.0,2.0,988.0,40.0,7.0,2020/2/9
1086,湖北省,27100,1480,780,随州,31.0,0.0,0.0,984.0,23.0,9.0,2020/2/9
1087,湖北省,27100,1480,780,黄石,57.0,13.0,0.0,760.0,61.0,2.0,2020/2/9
1088,湖北省,27100,1480,780,宜昌,78.0,11.0,0.0,711.0,36.0,8.0,2020/2/9
1089,湖北省,27100,1480,780,荆门,75.0,12.0,1.0,663.0,48.0,19.0,2020/2/9
1090,湖北省,27100,1480,780,鄂州,70.0,9.0,1.0,639.0,42.0,21.0,2020/2/9
1091,湖北省,27100,1480,780,咸宁,17.0,7.0,2.0,493.0,23.0,4.0,2020/2/9
1092,湖北省,27100,1480,780,十堰,29.0,0.0,0.0,467.0,40.0,0.0,2020/2/9
1093,湖北省,27100,1480,780,仙桃,20.0,2.0,0.0,379.0,16.0,5.0,2020/2/9
1094,湖北省,27100,1480,780,天门,18.0,9.0,0.0,197.0,10.0,10.0,2020/2/9
1095,湖北省,27100,1480,780,恩施州,11.0,3.0,0.0,171.0,23.0,0.0,2020/2/9
1096,湖北省,27100,1480,780,潜江,2.0,1.0,0.0,82.0,2.0,2.0,2020/2/9
1097,湖北省,27100,1480,780,神农架林区,0.0,4.0,0.0,10.0,6.0,0.0,2020/2/9
1098,湖北省,29631,1854,871,武汉,1920.0,168.0,73.0,16902.0,1046.0,681.0,2020/2/10
1099,湖北省,29631,1854,871,孝感,105.0,28.0,4.0,2541.0,81.0,33.0,2020/2/10
1100,湖北省,29631,1854,871,黄冈,111.0,78.0,2.0,2252.0,215.0,45.0,2020/2/10
1101,湖北省,29631,1854,871,随州,65.0,0.0,1.0,1049.0,23.0,10.0,2020/2/10
1102,湖北省,29631,1854,871,荆州,48.0,4.0,2.0,1045.0,46.0,15.0,2020/2/10
1103,湖北省,29631,1854,871,襄阳,31.0,2.0,2.0,1019.0,42.0,9.0,2020/2/10
1104,湖北省,29631,1854,871,黄石,45.0,6.0,1.0,805.0,67.0,3.0,2020/2/10
1105,湖北省,29631,1854,871,宜昌,38.0,7.0,0.0,749.0,43.0,8.0,2020/2/10
1106,湖北省,29631,1854,871,鄂州,86.0,6.0,3.0,725.0,48.0,24.0,2020/2/10
1108,湖北省,29631,1854,871,咸宁,14.0,21.0,0.0,507.0,44.0,4.0,2020/2/10
1109,湖北省,29631,1854,871,十堰,14.0,6.0,0.0,481.0,46.0,0.0,2020/2/10
1110,湖北省,29631,1854,871,仙桃,37.0,25.0,2.0,416.0,41.0,7.0,2020/2/10
1111,湖北省,29631,1854,871,天门,20.0,0.0,0.0,217.0,10.0,10.0,2020/2/10
1112,湖北省,29631,1854,871,恩施州,16.0,7.0,0.0,187.0,30.0,0.0,2020/2/10
1113,湖北省,29631,1854,871,潜江,3.0,1.0,0.0,85.0,3.0,2.0,2020/2/10
1114,湖北省,29631,1854,871,神农架林区,0.0,0.0,0.0,10.0,6.0,0.0,2020/2/10
1115,湖北省,31728,2310,974,武汉,1552.0,196.0,67.0,18454.0,1242.0,748.0,2020/2/11
1116,湖北省,31728,2310,974,孝感,101.0,59.0,8.0,2642.0,140.0,41.0,2020/2/11
1117,湖北省,31728,2310,974,黄冈,80.0,88.0,7.0,2332.0,303.0,52.0,2020/2/11
1118,湖北省,31728,2310,974,随州,46.0,3.0,2.0,1095.0,26.0,12.0,2020/2/11
1119,湖北省,31728,2310,974,荆州,30.0,15.0,2.0,1075.0,61.0,17.0,2020/2/11
1120,湖北省,31728,2310,974,襄阳,44.0,12.0,3.0,1063.0,54.0,12.0,2020/2/11
1121,湖北省,31728,2310,974,黄石,30.0,20.0,2.0,835.0,87.0,5.0,2020/2/11
1122,湖北省,31728,2310,974,鄂州,65.0,13.0,2.0,790.0,61.0,26.0,2020/2/11
1123,湖北省,31728,2310,974,宜昌,23.0,9.0,0.0,772.0,52.0,8.0,2020/2/11
1124,湖北省,31728,2310,974,荆门,15.0,6.0,1.0,656.0,69.0,21.0,2020/2/11
1125,湖北省,31728,2310,974,咸宁,8.0,12.0,1.0,515.0,56.0,5.0,2020/2/11
1126,湖北省,31728,2310,974,十堰,24.0,18.0,1.0,505.0,64.0,1.0,2020/2/11
1127,湖北省,31728,2310,974,仙桃,22.0,0.0,4.0,438.0,41.0,11.0,2020/2/11
1128,湖北省,31728,2310,974,天门,44.0,2.0,0.0,261.0,12.0,10.0,2020/2/11
1129,湖北省,31728,2310,974,恩施州,8.0,3.0,2.0,195.0,33.0,2.0,2020/2/11
1130,湖北省,31728,2310,974,潜江,5.0,0.0,1.0,90.0,3.0,3.0,2020/2/11
1131,湖北省,31728,2310,974,神农架林区,0.0,0.0,0.0,10.0,6.0,0.0,2020/2/11
1132,湖北省,33366,2686,1068,武汉,1104.0,138.0,72.0,19558.0,1380.0,820.0,2020/2/12
1133,湖北省,33366,2686,1068,孝感,109.0,39.0,4.0,2751.0,179.0,45.0,2020/2/12
1134,湖北省,33366,2686,1068,黄冈,66.0,39.0,2.0,2398.0,342.0,54.0,2020/2/12
1135,湖北省,33366,2686,1068,随州,34.0,30.0,0.0,1129.0,56.0,12.0,2020/2/12
1136,湖北省,33366,2686,1068,荆州,35.0,19.0,4.0,1110.0,80.0,21.0,2020/2/12
1137,湖北省,33366,2686,1068,襄阳,25.0,6.0,0.0,1088.0,60.0,12.0,2020/2/12
1138,湖北省,33366,2686,1068,黄石,39.0,14.0,1.0,874.0,101.0,6.0,2020/2/12
1139,湖北省,33366,2686,1068,鄂州,71.0,11.0,2.0,861.0,72.0,28.0,2020/2/12
1140,湖北省,33366,2686,1068,宜昌,12.0,10.0,0.0,784.0,62.0,8.0,2020/2/12
1141,湖北省,33366,2686,1068,荆门,40.0,15.0,3.0,696.0,84.0,24.0,2020/2/12
1142,湖北省,33366,2686,1068,十堰,31.0,15.0,0.0,536.0,79.0,1.0,2020/2/12
1143,湖北省,33366,2686,1068,咸宁,10.0,20.0,1.0,525.0,76.0,6.0,2020/2/12
1144,湖北省,33366,2686,1068,仙桃,22.0,2.0,2.0,460.0,43.0,13.0,2020/2/12
1145,湖北省,33366,2686,1068,天门,32.0,0.0,0.0,293.0,12.0,10.0,2020/2/12
1146,湖北省,33366,2686,1068,恩施州,8.0,12.0,1.0,203.0,45.0,3.0,2020/2/12
1147,湖北省,33366,2686,1068,潜江,0.0,5.0,2.0,90.0,8.0,5.0,2020/2/12
1148,湖北省,33366,2686,1068,神农架林区,0.0,1.0,0.0,10.0,7.0,0.0,2020/2/12
1149,湖北省,48206,3459,1310,武汉,13436.0,543.0,216.0,32994.0,1923.0,1036.0,2020/2/13
1150,湖北省,48206,3459,1310,孝感,123.0,30.0,4.0,2874.0,209.0,49.0,2020/2/13
1151,湖北省,48206,3459,1310,黄冈,264.0,85.0,4.0,2662.0,427.0,58.0,2020/2/13
1152,湖北省,48206,3459,1310,荆州,321.0,24.0,2.0,1431.0,104.0,23.0,2020/2/13
1153,湖北省,48206,3459,1310,随州,31.0,6.0,2.0,1160.0,62.0,14.0,2020/2/13
1154,湖北省,48206,3459,1310,襄阳,13.0,6.0,1.0,1101.0,66.0,13.0,2020/2/13
1155,湖北省,48206,3459,1310,鄂州,204.0,25.0,2.0,1065.0,97.0,30.0,2020/2/13
1156,湖北省,48206,3459,1310,荆门,231.0,9.0,0.0,927.0,93.0,24.0,2020/2/13
1157,湖北省,48206,3459,1310,黄石,37.0,14.0,3.0,911.0,115.0,9.0,2020/2/13
1158,湖北省,48206,3459,1310,宜昌,26.0,10.0,3.0,810.0,72.0,11.0,2020/2/13
1159,湖北省,48206,3459,1310,十堰,26.0,2.0,0.0,562.0,81.0,1.0,2020/2/13
1160,湖北省,48206,3459,1310,咸宁,9.0,9.0,1.0,534.0,85.0,7.0,2020/2/13
1161,湖北省,48206,3459,1310,仙桃,20.0,5.0,3.0,480.0,48.0,16.0,2020/2/13
1162,湖北省,48206,3459,1310,天门,69.0,1.0,0.0,362.0,13.0,10.0,2020/2/13
1163,湖北省,48206,3459,1310,恩施州,26.0,3.0,1.0,229.0,48.0,4.0,2020/2/13
1164,湖北省,48206,3459,1310,潜江,4.0,0.0,0.0,94.0,8.0,5.0,2020/2/13
1165,湖北省,48206,3459,1310,神农架林区,0.0,1.0,0.0,10.0,8.0,0.0,2020/2/13
1167,湖北省,51986,3900,1318,孝感,135.0,46.0,8.0,3009.0,255.0,57.0,2020/2/14
1168,湖北省,51986,3900,1318,黄冈,129.0,101.0,1.0,2791.0,528.0,59.0,2020/2/14
1169,湖北省,51986,3900,1318,荆州,16.0,59.0,4.0,1447.0,163.0,27.0,2020/2/14
1170,湖北省,51986,3900,1318,随州,46.0,10.0,2.0,1206.0,72.0,16.0,2020/2/14
1171,湖北省,51986,3900,1318,襄阳,10.0,7.0,3.0,1111.0,73.0,16.0,2020/2/14
1172,湖北省,51986,3900,1318,鄂州,60.0,19.0,2.0,1125.0,116.0,32.0,2020/2/14
1173,湖北省,51986,3900,1318,黄石,32.0,22.0,2.0,943.0,137.0,11.0,2020/2/14
1174,湖北省,51986,3900,1318,宜昌,67.0,10.0,2.0,877.0,82.0,13.0,2020/2/14
1176,湖北省,51986,3900,1318,咸宁,198.0,14.0,1.0,732.0,99.0,8.0,2020/2/14
1177,湖北省,51986,3900,1318,十堰,24.0,8.0,1.0,586.0,89.0,2.0,2020/2/14
1178,湖北省,51986,3900,1318,仙桃,20.0,10.0,1.0,500.0,58.0,17.0,2020/2/14
1179,湖北省,51986,3900,1318,天门,54.0,8.0,0.0,416.0,21.0,10.0,2020/2/14
1180,湖北省,51986,3900,1318,恩施州,8.0,12.0,0.0,237.0,60.0,4.0,2020/2/14
1181,湖北省,51986,3900,1318,潜江,10.0,3.0,0.0,104.0,11.0,5.0,2020/2/14
1182,湖北省,51986,3900,1318,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/14
1183,湖北省,54406,4821,1457,武汉,1923.0,512.0,107.0,37914.0,2535.0,1123.0,2020/2/15
1184,湖北省,54406,4821,1457,孝感,105.0,58.0,5.0,3114.0,313.0,62.0,2020/2/15
1185,湖北省,54406,4821,1457,黄冈,26.0,83.0,9.0,2817.0,611.0,68.0,2020/2/15
1186,湖北省,54406,4821,1457,荆州,31.0,30.0,5.0,1478.0,193.0,32.0,2020/2/15
1187,湖北省,54406,4821,1457,随州,26.0,24.0,3.0,1232.0,96.0,19.0,2020/2/15
1188,湖北省,54406,4821,1457,襄阳,17.0,12.0,2.0,1128.0,85.0,18.0,2020/2/15
1189,湖北省,54406,4821,1457,鄂州,67.0,83.0,1.0,1192.0,199.0,33.0,2020/2/15
1190,湖北省,54406,4821,1457,宜昌,29.0,10.0,2.0,906.0,92.0,15.0,2020/2/15
1191,湖北省,54406,4821,1457,黄石,37.0,41.0,2.0,980.0,178.0,13.0,2020/2/15
1192,湖北省,54406,4821,1457,荆门,1.0,7.0,3.0,902.0,112.0,28.0,2020/2/15
1193,湖北省,54406,4821,1457,咸宁,108.0,28.0,0.0,840.0,127.0,8.0,2020/2/15
1194,湖北省,54406,4821,1457,十堰,11.0,12.0,0.0,597.0,101.0,2.0,2020/2/15
1195,湖北省,54406,4821,1457,仙桃,14.0,5.0,0.0,514.0,63.0,17.0,2020/2/15
1196,湖北省,54406,4821,1457,天门,6.0,0.0,0.0,422.0,21.0,10.0,2020/2/15
1197,湖北省,54406,4821,1457,恩施州,7.0,15.0,0.0,244.0,75.0,4.0,2020/2/15
1198,湖北省,54406,4821,1457,潜江,12.0,1.0,0.0,116.0,12.0,5.0,2020/2/15
1199,湖北省,54406,4821,1457,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/15
1200,湖北省,56249,5666,1596,武汉,1548.0,390.0,110.0,39462.0,2925.0,1233.0,2020/2/16
1201,湖北省,56249,5666,1596,孝感,87.0,67.0,3.0,3201.0,380.0,65.0,2020/2/16
1202,湖北省,56249,5666,1596,黄冈,6.0,105.0,7.0,2823.0,716.0,75.0,2020/2/16
1203,湖北省,56249,5666,1596,荆州,12.0,70.0,4.0,1490.0,263.0,36.0,2020/2/16
1204,湖北省,56249,5666,1596,随州,22.0,17.0,3.0,1254.0,113.0,22.0,2020/2/16
1205,湖北省,56249,5666,1596,襄阳,16.0,29.0,1.0,1144.0,114.0,19.0,2020/2/16
1206,湖北省,56249,5666,1596,鄂州,38.0,23.0,1.0,1230.0,222.0,34.0,2020/2/16
1207,湖北省,56249,5666,1596,黄石,8.0,20.0,1.0,988.0,198.0,14.0,2020/2/16
1208,湖北省,56249,5666,1596,荆门,7.0,5.0,2.0,909.0,117.0,30.0,2020/2/16
1210,湖北省,56249,5666,1596,咸宁,12.0,25.0,0.0,852.0,152.0,8.0,2020/2/16
1211,湖北省,56249,5666,1596,十堰,5.0,15.0,0.0,602.0,116.0,2.0,2020/2/16
1212,湖北省,56249,5666,1596,仙桃,9.0,24.0,0.0,523.0,87.0,17.0,2020/2/16
1213,湖北省,56249,5666,1596,天门,25.0,6.0,0.0,447.0,27.0,10.0,2020/2/16
1214,湖北省,56249,5666,1596,恩施州,3.0,1.0,0.0,247.0,76.0,4.0,2020/2/16
1215,湖北省,56249,5666,1596,潜江,50.0,0.0,1.0,166.0,12.0,6.0,2020/2/16
1216,湖北省,56249,5666,1596,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/16
1217,湖北省,58182,6693,1696,武汉,1690.0,582.0,76.0,41152.0,3507.0,1309.0,2020/2/17
1218,湖北省,58182,6693,1696,孝感,78.0,69.0,5.0,3279.0,449.0,70.0,2020/2/17
1219,湖北省,58182,6693,1696,黄冈,8.0,123.0,3.0,2831.0,839.0,78.0,2020/2/17
1220,湖北省,58182,6693,1696,荆州,11.0,42.0,1.0,1501.0,305.0,37.0,2020/2/17
1221,湖北省,58182,6693,1696,随州,13.0,27.0,2.0,1267.0,140.0,24.0,2020/2/17
1222,湖北省,58182,6693,1696,鄂州,44.0,22.0,1.0,1274.0,244.0,35.0,2020/2/17
1223,湖北省,58182,6693,1696,襄阳,11.0,37.0,1.0,1155.0,151.0,20.0,2020/2/17
1225,湖北省,58182,6693,1696,荆门,6.0,15.0,3.0,915.0,132.0,33.0,2020/2/17
1227,湖北省,58182,6693,1696,咸宁,9.0,29.0,2.0,861.0,181.0,10.0,2020/2/17
1228,湖北省,58182,6693,1696,十堰,10.0,10.0,0.0,612.0,126.0,2.0,2020/2/17
1229,湖北省,58182,6693,1696,天门,38.0,12.0,0.0,485.0,39.0,10.0,2020/2/17
1230,湖北省,58182,6693,1696,仙桃,8.0,20.0,2.0,531.0,107.0,19.0,2020/2/17
1231,湖北省,58182,6693,1696,恩施州,2.0,6.0,0.0,249.0,82.0,4.0,2020/2/17
1232,湖北省,58182,6693,1696,潜江,16.0,6.0,0.0,182.0,18.0,6.0,2020/2/17
1233,湖北省,58182,6693,1696,神农架林区,0.0,2.0,0.0,10.0,10.0,0.0,2020/2/17
1234,湖北省,59989,7943,1789,武汉,1600.0,746.0,72.0,42752.0,4253.0,1381.0,2020/2/18
1235,湖北省,59989,7943,1789,孝感,41.0,74.0,5.0,3320.0,523.0,75.0,2020/2/18
1237,湖北省,59989,7943,1789,荆州,36.0,34.0,1.0,1537.0,339.0,38.0,2020/2/18
1238,湖北省,59989,7943,1789,随州,11.0,58.0,1.0,1278.0,198.0,25.0,2020/2/18
1239,湖北省,59989,7943,1789,鄂州,65.0,27.0,1.0,1339.0,271.0,36.0,2020/2/18
1240,湖北省,59989,7943,1789,襄阳,8.0,31.0,1.0,1163.0,182.0,21.0,2020/2/18
1242,湖北省,59989,7943,1789,黄石,2.0,47.0,5.0,985.0,254.0,20.0,2020/2/18
1243,湖北省,59989,7943,1789,宜昌,9.0,30.0,0.0,904.0,186.0,24.0,2020/2/18
1244,湖北省,59989,7943,1789,咸宁,7.0,25.0,0.0,868.0,206.0,10.0,2020/2/18
1245,湖北省,59989,7943,1789,十堰,14.0,18.0,0.0,626.0,144.0,2.0,2020/2/18
1246,湖北省,59989,7943,1789,天门,15.0,16.0,1.0,500.0,55.0,11.0,2020/2/18
1247,湖北省,59989,7943,1789,仙桃,13.0,14.0,0.0,544.0,121.0,19.0,2020/2/18
1248,湖北省,59989,7943,1789,恩施州,1.0,8.0,0.0,250.0,90.0,4.0,2020/2/18
1249,湖北省,59989,7943,1789,潜江,3.0,9.0,0.0,185.0,27.0,6.0,2020/2/18
1250,湖北省,59989,7943,1789,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020/2/18
1251,湖北省,61682,9336,1921,武汉,1660.0,787.0,116.0,44412.0,5040.0,1497.0,2020/2/19
1252,湖北省,61682,9336,1921,孝感,24.0,49.0,7.0,3344.0,572.0,82.0,2020/2/19
1253,湖北省,61682,9336,1921,黄冈,16.0,127.0,1.0,2844.0,1068.0,85.0,2020/2/19
1254,湖北省,61682,9336,1921,荆州,4.0,87.0,0.0,1541.0,426.0,38.0,2020/2/19
1255,湖北省,61682,9336,1921,鄂州,4.0,30.0,1.0,1343.0,301.0,37.0,2020/2/19
1256,湖北省,61682,9336,1921,随州,2.0,56.0,1.0,1280.0,254.0,26.0,2020/2/19
1257,湖北省,61682,9336,1921,襄阳,2.0,48.0,1.0,1165.0,230.0,22.0,2020/2/19
1258,湖北省,61682,9336,1921,荆门,1.0,38.0,0.0,901.0,181.0,33.0,2020/2/19
1260,湖北省,61682,9336,1921,宜昌,3.0,22.0,1.0,907.0,208.0,25.0,2020/2/19
1262,湖北省,61682,9336,1921,十堰,12.0,20.0,0.0,638.0,164.0,2.0,2020/2/19
1264,湖北省,61682,9336,1921,仙桃,18.0,28.0,0.0,562.0,149.0,19.0,2020/2/19
1266,湖北省,61682,9336,1921,潜江,0.0,13.0,0.0,185.0,40.0,6.0,2020/2/19
1267,湖北省,61682,9336,1921,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020/2/19
1268,湖北省,61682,9336,1921,待明确地区,0.0,12.0,0.0,0.0,12.0,0.0,2020/2/19
1269,湖北省,62031,10521,2029,武汉,615.0,558.0,88.0,45027.0,5598.0,1585.0,2020/2/20
1274,湖北省,62031,10521,2029,随州,3.0,55.0,1.0,1283.0,309.0,27.0,2020/2/20
1275,湖北省,62031,10521,2029,襄阳,2.0,64.0,1.0,1167.0,294.0,23.0,2020/2/20
1280,湖北省,62031,10521,2029,十堰,3.0,23.0,0.0,641.0,187.0,2.0,2020/2/20
1281,湖北省,62031,10521,2029,仙桃,5.0,35.0,0.0,567.0,184.0,19.0,2020/2/20
1284,湖北省,62031,10521,2029,潜江,0.0,9.0,1.0,185.0,49.0,7.0,2020/2/20
1285,湖北省,62031,10521,2029,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020/2/20
1286,湖北省,62662,11867,2144,武汉,319.0,675.0,99.0,45346.0,6273.0,1684.0,2020/2/21
1287,湖北省,62662,11867,2144,孝感,17.0,97.0,5.0,3346.0,771.0,94.0,2020/2/21
1288,湖北省,62662,11867,2144,黄冈,17.0,125.0,3.0,2856.0,1274.0,90.0,2020/2/21
1289,湖北省,62662,11867,2144,荆州,7.0,80.0,0.0,1517.0,531.0,40.0,2020/2/21
1290,湖北省,62662,11867,2144,鄂州,5.0,25.0,1.0,1343.0,375.0,39.0,2020/2/21
1291,湖北省,62662,11867,2144,随州,4.0,77.0,1.0,1287.0,386.0,28.0,2020/2/21
1292,湖北省,62662,11867,2144,襄阳,3.0,49.0,1.0,1170.0,343.0,24.0,2020/2/21
1293,湖北省,62662,11867,2144,宜昌,4.0,19.0,1.0,895.0,250.0,28.0,2020/2/21
1294,湖北省,62662,11867,2144,黄石,7.0,24.0,1.0,974.0,355.0,27.0,2020/2/21
1295,湖北省,62662,11867,2144,荆门,6.0,28.0,3.0,800.0,229.0,37.0,2020/2/21
1296,湖北省,62662,11867,2144,咸宁,0.0,46.0,0.0,766.0,314.0,10.0,2020/2/21
1297,湖北省,62662,11867,2144,十堰,13.0,25.0,0.0,654.0,212.0,2.0,2020/2/21
1298,湖北省,62662,11867,2144,仙桃,1.0,26.0,0.0,568.0,210.0,19.0,2020/2/21
1299,湖北省,62662,11867,2144,天门,4.0,32.0,0.0,477.0,165.0,12.0,2020/2/21
1300,湖北省,62662,11867,2144,监狱系统,220.0,0.0,0.0,220.0,0.0,0.0,2020/2/21
1301,湖北省,62662,11867,2144,恩施州,1.0,10.0,0.0,245.0,112.0,3.0,2020/2/21
1302,湖北省,62662,11867,2144,潜江,3.0,8.0,0.0,188.0,57.0,7.0,2020/2/21
1303,湖北省,62662,11867,2144,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020/2/21
1305,湖北省,549,31,24,武汉,495.0,31.0,23.0,495.0,31.0,23.0,2020-01-24
1306,湖北省,549,31,24,孝感,22.0,0.0,0.0,22.0,0.0,0.0,2020-01-24
1307,湖北省,549,31,24,黄冈,12.0,0.0,0.0,12.0,0.0,0.0,2020-01-24
1308,湖北省,549,31,24,荆州,8.0,0.0,0.0,8.0,0.0,0.0,2020-01-24
1309,湖北省,549,31,24,荆门,8.0,0.0,0.0,8.0,0.0,0.0,2020-01-24
1310,湖北省,549,31,24,仙桃,2.0,0.0,0.0,2.0,0.0,0.0,2020-01-24
1311,湖北省,549,31,24,宜昌,1.0,0.0,1.0,1.0,0.0,1.0,2020-01-24
1312,湖北省,549,31,24,十堰,1.0,0.0,0.0,1.0,0.0,0.0,2020-01-24
1313,湖北省,730,32,39,武汉,77.0,1.0,15.0,572.0,32.0,38.0,2020-01-25
1314,湖北省,730,32,39,黄冈,52.0,0.0,0.0,64.0,0.0,0.0,2020-01-25
1315,湖北省,730,32,39,黄石,31.0,0.0,1.0,31.0,0.0,1.0,2020-01-25
1316,湖北省,730,32,39,孝感,4.0,0.0,0.0,26.0,0.0,0.0,2020-01-25
1317,湖北省,730,32,39,荆门,13.0,0.0,0.0,21.0,0.0,0.0,2020-01-25
1318,湖北省,730,32,39,恩施州,11.0,0.0,0.0,11.0,0.0,0.0,2020-01-25
1319,湖北省,730,32,39,荆州,2.0,0.0,0.0,10.0,0.0,0.0,2020-01-25
1320,湖北省,730,32,39,仙桃,8.0,0.0,0.0,10.0,0.0,0.0,2020-01-25
1321,湖北省,730,32,39,十堰,4.0,0.0,0.0,5.0,0.0,0.0,2020-01-25
1322,湖北省,730,32,39,随州,5.0,0.0,0.0,5.0,0.0,0.0,2020-01-25
