,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
7388,湖北省,62662,11881,2144,咸宁,0.0,46.0,0.0,766.0,314.0,10.0,2020-02-20
7389,湖北省,62662,11881,2144,十堰,13.0,25.0,0.0,654.0,212.0,2.0,2020-02-20
7390,湖北省,62662,11881,2144,仙桃,1.0,26.0,0.0,568.0,210.0,19.0,2020-02-20
7391,湖北省,62662,11881,2144,天门,4.0,32.0,0.0,477.0,165.0,12.0,2020-02-20
7392,湖北省,62662,11881,2144,监狱系统,220.0,0.0,0.0,220.0,0.0,0.0,2020-02-20
7393,湖北省,62662,11881,2144,恩施州,1.0,10.0,0.0,245.0,112.0,3.0,2020-02-20
7394,湖北省,62662,11881,2144,潜江,3.0,8.0,0.0,188.0,57.0,7.0,2020-02-20
7395,湖北省,62662,11881,2144,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020-02-20
7396,湖北省,63454,13690,2250,武汉,314.0,1011.0,90.0,45660.0,7292.0,1774.0,2020-02-21
7397,湖北省,63454,13690,2250,孝感,83.0,146.0,4.0,3429.0,917.0,98.0,2020-02-21
7398,湖北省,63454,13690,2250,黄冈,43.0,134.0,5.0,2899.0,1408.0,95.0,2020-02-21
7399,湖北省,63454,13690,2250,鄂州,32.0,11.0,0.0,1375.0,386.0,39.0,2020-02-21
7400,湖北省,63454,13690,2250,荆州,49.0,81.0,0.0,1566.0,612.0,40.0,2020-02-21
7401,湖北省,63454,13690,2250,随州,9.0,57.0,1.0,1296.0,443.0,29.0,2020-02-21
7402,湖北省,63454,13690,2250,襄阳,3.0,59.0,2.0,1173.0,402.0,26.0,2020-02-21
7403,湖北省,63454,13690,2250,宜昌,19.0,23.0,1.0,914.0,273.0,29.0,2020-02-21
7404,湖北省,63454,13690,2250,荆门,114.0,67.0,0.0,914.0,296.0,37.0,2020-02-21
7405,湖北省,63454,13690,2250,黄石,23.0,72.0,1.0,997.0,433.0,28.0,2020-02-21
7406,湖北省,63454,13690,2250,咸宁,70.0,49.0,1.0,836.0,363.0,11.0,2020-02-21
7407,湖北省,63454,13690,2250,十堰,5.0,27.0,0.0,659.0,239.0,2.0,2020-02-21
7408,湖北省,63454,13690,2250,仙桃,3.0,21.0,0.0,571.0,231.0,19.0,2020-02-21
7409,湖北省,63454,13690,2250,天门,16.0,33.0,0.0,493.0,198.0,12.0,2020-02-21
7410,湖北省,63454,13690,2250,监狱系统,1.0,3.0,0.0,221.0,3.0,0.0,2020-02-21
7411,湖北省,63454,13690,2250,恩施州,6.0,5.0,0.0,251.0,117.0,3.0,2020-02-21
7412,湖北省,63454,13690,2250,潜江,1.0,10.0,1.0,189.0,67.0,8.0,2020-02-21
7413,湖北省,63454,13690,2250,神农架林区,1.0,0.0,0.0,11.0,10.0,0.0,2020-02-21
7414,湖北省,64084,15343,2346,武汉,541.0,897.0,82.0,46201.0,8189.0,1856.0,2020-02-22
7415,湖北省,64084,15343,2346,孝感,14.0,161.0,4.0,3443.0,1078.0,102.0,2020-02-22
7416,湖北省,64084,15343,2346,黄冈,5.0,132.0,3.0,2904.0,1540.0,98.0,2020-02-22
7417,湖北省,64084,15343,2346,鄂州,4.0,31.0,1.0,1379.0,417.0,40.0,2020-02-22
7418,湖北省,64084,15343,2346,荆州,8.0,69.0,1.0,1574.0,681.0,41.0,2020-02-22
7419,湖北省,64084,15343,2346,随州,4.0,55.0,1.0,1300.0,498.0,30.0,2020-02-22
7420,湖北省,64084,15343,2346,襄阳,0.0,61.0,2.0,1173.0,463.0,28.0,2020-02-22
7421,湖北省,64084,15343,2346,宜昌,3.0,16.0,0.0,917.0,289.0,29.0,2020-02-22
7422,湖北省,64084,15343,2346,荆门,4.0,65.0,0.0,918.0,361.0,37.0,2020-02-22
7423,湖北省,64084,15343,2346,黄石,4.0,35.0,1.0,1001.0,468.0,29.0,2020-02-22
7424,湖北省,64084,15343,2346,咸宁,0.0,35.0,0.0,836.0,398.0,11.0,2020-02-22
7425,湖北省,64084,15343,2346,十堰,8.0,28.0,0.0,667.0,267.0,2.0,2020-02-22
7426,湖北省,64084,15343,2346,仙桃,0.0,17.0,0.0,571.0,248.0,19.0,2020-02-22
7427,湖北省,64084,15343,2346,监狱系统,32.0,0.0,0.0,253.0,3.0,0.0,2020-02-22
7428,湖北省,64084,15343,2346,天门,1.0,34.0,1.0,494.0,232.0,13.0,2020-02-22
7429,湖北省,64084,15343,2346,恩施州,0.0,6.0,0.0,251.0,123.0,3.0,2020-02-22
7430,湖北省,64084,15343,2346,潜江,2.0,11.0,0.0,191.0,78.0,8.0,2020-02-22
7431,湖北省,64084,15343,2346,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-22
7432,湖北省,64287,16748,2495,武汉,406.0,761.0,131.0,46607.0,8950.0,1987.0,2020-02-23
7433,湖北省,64287,16748,2495,孝感,22.0,99.0,6.0,3465.0,1177.0,108.0,2020-02-23
7434,湖北省,64287,16748,2495,黄冈,0.0,119.0,5.0,2904.0,1659.0,103.0,2020-02-23
7435,湖北省,64287,16748,2495,鄂州,4.0,53.0,0.0,1383.0,470.0,40.0,2020-02-23
7436,湖北省,64287,16748,2495,荆州,0.0,53.0,1.0,1574.0,734.0,42.0,2020-02-23
7437,湖北省,64287,16748,2495,随州,3.0,53.0,3.0,1303.0,551.0,33.0,2020-02-23
7438,湖北省,64287,16748,2495,襄阳,1.0,58.0,1.0,1174.0,521.0,29.0,2020-02-23
7439,湖北省,64287,16748,2495,宜昌,7.0,15.0,0.0,924.0,304.0,29.0,2020-02-23
7440,湖北省,64287,16748,2495,荆门,2.0,28.0,0.0,920.0,389.0,37.0,2020-02-23
7441,湖北省,64287,16748,2495,黄石,4.0,23.0,1.0,1005.0,491.0,30.0,2020-02-23
7442,湖北省,64287,16748,2495,咸宁,0.0,47.0,0.0,836.0,445.0,11.0,2020-02-23
7443,湖北省,64287,16748,2495,十堰,2.0,26.0,0.0,669.0,293.0,2.0,2020-02-23
7444,湖北省,64287,16748,2495,仙桃,2.0,20.0,0.0,573.0,268.0,19.0,2020-02-23
7445,湖北省,64287,16748,2495,天门,0.0,26.0,0.0,494.0,258.0,13.0,2020-02-23
7446,湖北省,64287,16748,2495,潜江,3.0,4.0,0.0,194.0,82.0,8.0,2020-02-23
7447,湖北省,64287,16748,2495,恩施州,0.0,23.0,1.0,251.0,146.0,4.0,2020-02-23
7448,湖北省,64287,16748,2495,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-23
7449,湖北省,64786,18946,2563,武汉,464.0,1418.0,56.0,47071.0,10368.0,2043.0,2020-02-24
7450,湖北省,64786,18946,2563,孝感,17.0,151.0,2.0,3482.0,1328.0,110.0,2020-02-24
7451,湖北省,64786,18946,2563,黄冈,0.0,101.0,3.0,2904.0,1760.0,106.0,2020-02-24
7452,湖北省,64786,18946,2563,鄂州,2.0,32.0,1.0,1385.0,502.0,41.0,2020-02-24
7453,湖北省,64786,18946,2563,荆州,2.0,42.0,0.0,1576.0,776.0,42.0,2020-02-24
7454,湖北省,64786,18946,2563,随州,2.0,50.0,3.0,1305.0,601.0,36.0,2020-02-24
7455,湖北省,64786,18946,2563,襄阳,1.0,72.0,1.0,1175.0,593.0,30.0,2020-02-24
7456,湖北省,64786,18946,2563,宜昌,2.0,43.0,0.0,926.0,347.0,29.0,2020-02-24
7457,湖北省,64786,18946,2563,荆门,0.0,43.0,0.0,920.0,432.0,37.0,2020-02-24
7458,湖北省,64786,18946,2563,黄石,3.0,77.0,1.0,1008.0,568.0,31.0,2020-02-24
7459,湖北省,64786,18946,2563,十堰,2.0,24.0,1.0,671.0,317.0,3.0,2020-02-24
7460,湖北省,64786,18946,2563,咸宁,0.0,59.0,0.0,836.0,504.0,11.0,2020-02-24
7461,湖北省,64786,18946,2563,仙桃,2.0,48.0,0.0,575.0,316.0,19.0,2020-02-24
7462,湖北省,64786,18946,2563,天门,1.0,24.0,0.0,495.0,282.0,13.0,2020-02-24
7463,湖北省,64786,18946,2563,恩施州,0.0,5.0,0.0,251.0,151.0,4.0,2020-02-24
7464,湖北省,64786,18946,2563,潜江,1.0,9.0,0.0,195.0,91.0,8.0,2020-02-24
7465,湖北省,64786,18946,2563,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-24
7466,湖北省,65187,20957,2615,武汉,370.0,1456.0,42.0,47441.0,11824.0,2085.0,2020-02-25
7467,湖北省,65187,20957,2615,孝感,19.0,60.0,3.0,3501.0,1388.0,113.0,2020-02-25
7468,湖北省,65187,20957,2615,黄冈,0.0,92.0,1.0,2904.0,1852.0,107.0,2020-02-25
7469,湖北省,65187,20957,2615,鄂州,2.0,41.0,0.0,1387.0,543.0,41.0,2020-02-25
7470,湖北省,65187,20957,2615,荆州,1.0,46.0,2.0,1577.0,822.0,44.0,2020-02-25
7471,湖北省,65187,20957,2615,随州,1.0,51.0,1.0,1306.0,652.0,37.0,2020-02-25
7472,湖北省,65187,20957,2615,宜昌,1.0,15.0,1.0,927.0,362.0,30.0,2020-02-25
7473,湖北省,65187,20957,2615,襄阳,0.0,60.0,0.0,1175.0,653.0,30.0,2020-02-25
7474,湖北省,65187,20957,2615,荆门,2.0,37.0,0.0,922.0,469.0,37.0,2020-02-25
7475,湖北省,65187,20957,2615,黄石,3.0,24.0,1.0,1011.0,592.0,32.0,2020-02-25
7476,湖北省,65187,20957,2615,十堰,0.0,31.0,0.0,671.0,348.0,3.0,2020-02-25
7477,湖北省,65187,20957,2615,咸宁,0.0,63.0,0.0,836.0,567.0,11.0,2020-02-25
7478,湖北省,65187,20957,2615,仙桃,0.0,21.0,0.0,575.0,337.0,19.0,2020-02-25
7479,湖北省,65187,20957,2615,天门,1.0,4.0,0.0,496.0,286.0,13.0,2020-02-25
7480,湖北省,65187,20957,2615,潜江,1.0,3.0,1.0,196.0,94.0,9.0,2020-02-25
7481,湖北省,65187,20957,2615,恩施州,0.0,7.0,0.0,251.0,158.0,4.0,2020-02-25
7482,湖北省,65187,20957,2615,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-25
7483,湖北省,65596,23383,2641,武汉,383.0,1648.0,19.0,47824.0,13472.0,2104.0,2020-02-26
7484,湖北省,65596,23383,2641,孝感,15.0,237.0,0.0,3516.0,1625.0,113.0,2020-02-26
7485,湖北省,65596,23383,2641,黄冈,0.0,100.0,3.0,2904.0,1952.0,110.0,2020-02-26
7486,湖北省,65596,23383,2641,鄂州,2.0,70.0,1.0,1389.0,613.0,42.0,2020-02-26
7487,湖北省,65596,23383,2641,荆州,2.0,55.0,1.0,1579.0,877.0,45.0,2020-02-26
7488,湖北省,65596,23383,2641,随州,1.0,41.0,0.0,1307.0,693.0,37.0,2020-02-26
7489,湖北省,65596,23383,2641,宜昌,2.0,34.0,0.0,929.0,396.0,30.0,2020-02-26
7490,湖北省,65596,23383,2641,襄阳,0.0,48.0,1.0,1175.0,701.0,31.0,2020-02-26
7491,湖北省,65596,23383,2641,荆门,1.0,39.0,0.0,923.0,508.0,37.0,2020-02-26
7492,湖北省,65596,23383,2641,黄石,2.0,32.0,1.0,1013.0,624.0,33.0,2020-02-26
7493,湖北省,65596,23383,2641,十堰,0.0,24.0,0.0,671.0,372.0,3.0,2020-02-26
7494,湖北省,65596,23383,2641,咸宁,0.0,49.0,0.0,836.0,616.0,11.0,2020-02-26
7495,湖北省,65596,23383,2641,仙桃,0.0,19.0,0.0,575.0,356.0,19.0,2020-02-26
7496,湖北省,65596,23383,2641,天门,0.0,21.0,0.0,496.0,307.0,13.0,2020-02-26
7497,湖北省,65596,23383,2641,潜江,1.0,3.0,0.0,197.0,97.0,9.0,2020-02-26
7498,湖北省,65596,23383,2641,恩施州,0.0,6.0,0.0,251.0,164.0,4.0,2020-02-26
7499,湖北省,65596,23383,2641,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-26
7500,湖北省,65914,26403,2682,武汉,313.0,2354.0,28.0,48137.0,15826.0,2132.0,2020-02-27
7501,湖北省,65914,26403,2682,孝感,1.0,170.0,1.0,3517.0,1795.0,114.0,2020-02-27
7502,湖北省,65914,26403,2682,黄冈,0.0,89.0,4.0,2904.0,2041.0,114.0,2020-02-27
7503,湖北省,65914,26403,2682,鄂州,0.0,72.0,1.0,1389.0,685.0,43.0,2020-02-27
7504,湖北省,65914,26403,2682,荆州,0.0,36.0,1.0,1579.0,913.0,46.0,2020-02-27
7505,湖北省,65914,26403,2682,随州,0.0,47.0,1.0,1307.0,740.0,38.0,2020-02-27
7506,湖北省,65914,26403,2682,宜昌,2.0,33.0,1.0,931.0,429.0,31.0,2020-02-27
7507,湖北省,65914,26403,2682,襄阳,0.0,52.0,1.0,1175.0,753.0,32.0,2020-02-27
7508,湖北省,65914,26403,2682,荆门,1.0,26.0,0.0,924.0,534.0,37.0,2020-02-27
7509,湖北省,65914,26403,2682,黄石,0.0,29.0,0.0,1013.0,653.0,33.0,2020-02-27
7510,湖北省,65914,26403,2682,十堰,0.0,17.0,3.0,671.0,389.0,6.0,2020-02-27
7511,湖北省,65914,26403,2682,咸宁,0.0,28.0,0.0,836.0,644.0,11.0,2020-02-27
7512,湖北省,65914,26403,2682,仙桃,0.0,32.0,0.0,575.0,388.0,19.0,2020-02-27
7513,湖北省,65914,26403,2682,天门,0.0,25.0,0.0,496.0,332.0,13.0,2020-02-27
7514,湖北省,65914,26403,2682,潜江,1.0,2.0,0.0,198.0,99.0,9.0,2020-02-27
7515,湖北省,65914,26403,2682,恩施州,0.0,8.0,0.0,251.0,172.0,4.0,2020-02-27
7516,湖北省,65914,26403,2682,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-27
7517,湖北省,66337,28993,2727,武汉,420.0,1810.0,37.0,48557.0,17636.0,2169.0,2020-02-28
7518,湖北省,66337,28993,2727,孝感,1.0,252.0,1.0,3518.0,2047.0,115.0,2020-02-28
7519,湖北省,66337,28993,2727,黄冈,0.0,78.0,1.0,2904.0,2119.0,115.0,2020-02-28
7520,湖北省,66337,28993,2727,鄂州,1.0,62.0,1.0,1390.0,747.0,44.0,2020-02-28
7521,湖北省,66337,28993,2727,荆州,0.0,52.0,0.0,1579.0,965.0,46.0,2020-02-28
7522,湖北省,66337,28993,2727,随州,0.0,57.0,2.0,1307.0,797.0,40.0,2020-02-28
7523,湖北省,66337,28993,2727,宜昌,0.0,34.0,0.0,931.0,463.0,31.0,2020-02-28
7524,湖北省,66337,28993,2727,襄阳,0.0,49.0,1.0,1175.0,802.0,33.0,2020-02-28
7525,湖北省,66337,28993,2727,荆门,0.0,29.0,0.0,924.0,563.0,37.0,2020-02-28
7526,湖北省,66337,28993,2727,黄石,0.0,35.0,1.0,1013.0,688.0,34.0,2020-02-28
7527,湖北省,66337,28993,2727,十堰,0.0,32.0,1.0,671.0,421.0,7.0,2020-02-28
7528,湖北省,66337,28993,2727,咸宁,0.0,33.0,0.0,836.0,677.0,11.0,2020-02-28
7529,湖北省,66337,28993,2727,仙桃,0.0,20.0,0.0,575.0,408.0,19.0,2020-02-28
7530,湖北省,66337,28993,2727,天门,0.0,30.0,0.0,496.0,362.0,13.0,2020-02-28
7531,湖北省,66337,28993,2727,潜江,0.0,8.0,0.0,198.0,107.0,9.0,2020-02-28
7532,湖北省,66337,28993,2727,恩施州,1.0,9.0,0.0,252.0,181.0,4.0,2020-02-28
7533,湖北省,66337,28993,2727,神农架林区,0.0,0.0,0.0,11.0,10.0,0.0,2020-02-28
7534,湖北省,66907,31536,2761,武汉,565.0,1940.0,26.0,49122.0,19576.0,2195.0,2020-02-29
7535,湖北省,66907,31536,2761,孝感,0.0,168.0,3.0,3518.0,2215.0,118.0,2020-02-29
7536,湖北省,66907,31536,2761,黄冈,1.0,52.0,0.0,2905.0,2171.0,115.0,2020-02-29
7537,湖北省,66907,31536,2761,鄂州,1.0,37.0,3.0,1391.0,784.0,47.0,2020-02-29
7538,湖北省,66907,31536,2761,荆州,0.0,69.0,0.0,1579.0,1034.0,46.0,2020-02-29
7539,湖北省,66907,31536,2761,随州,0.0,38.0,0.0,1307.0,835.0,40.0,2020-02-29
7540,湖北省,66907,31536,2761,宜昌,0.0,43.0,0.0,931.0,506.0,31.0,2020-02-29
7541,湖北省,66907,31536,2761,襄阳,0.0,48.0,1.0,1175.0,850.0,34.0,2020-02-29
7542,湖北省,66907,31536,2761,荆门,1.0,41.0,0.0,925.0,604.0,37.0,2020-02-29
7543,湖北省,66907,31536,2761,黄石,1.0,9.0,0.0,1014.0,697.0,34.0,2020-02-29
7544,湖北省,66907,31536,2761,十堰,1.0,20.0,0.0,672.0,441.0,7.0,2020-02-29
7545,湖北省,66907,31536,2761,咸宁,0.0,15.0,1.0,836.0,692.0,12.0,2020-02-29
7546,湖北省,66907,31536,2761,仙桃,0.0,30.0,0.0,575.0,438.0,19.0,2020-02-29
7547,湖北省,66907,31536,2761,天门,0.0,9.0,0.0,496.0,371.0,13.0,2020-02-29
7548,湖北省,66907,31536,2761,潜江,0.0,12.0,0.0,198.0,119.0,9.0,2020-02-29
7549,湖北省,66907,31536,2761,恩施州,0.0,11.0,0.0,252.0,192.0,4.0,2020-02-29
7550,湖北省,66907,31536,2761,神农架林区,0.0,1.0,0.0,11.0,11.0,0.0,2020-02-29
7551,湖北省,67103,33762,2803,武汉,193.0,1609.0,32.0,49315.0,21185.0,2227.0,2020-03-01
7552,湖北省,67103,33762,2803,孝感,0.0,182.0,2.0,3518.0,2397.0,120.0,2020-03-01
7553,湖北省,67103,33762,2803,黄冈,0.0,89.0,1.0,2905.0,2260.0,116.0,2020-03-01
7554,湖北省,67103,33762,2803,鄂州,0.0,30.0,1.0,1391.0,814.0,48.0,2020-03-01
7555,湖北省,67103,33762,2803,荆州,1.0,62.0,2.0,1580.0,1096.0,48.0,2020-03-01
7556,湖北省,67103,33762,2803,随州,0.0,30.0,0.0,1307.0,865.0,40.0,2020-03-01
7557,湖北省,67103,33762,2803,宜昌,0.0,29.0,0.0,931.0,535.0,31.0,2020-03-01
7558,湖北省,67103,33762,2803,荆门,2.0,18.0,2.0,927.0,622.0,39.0,2020-03-01
7559,湖北省,67103,33762,2803,襄阳,0.0,35.0,0.0,1175.0,885.0,34.0,2020-03-01
7560,湖北省,67103,33762,2803,黄石,0.0,32.0,1.0,1014.0,729.0,35.0,2020-03-01
7561,湖北省,67103,33762,2803,十堰,0.0,18.0,0.0,672.0,459.0,7.0,2020-03-01
7562,湖北省,67103,33762,2803,仙桃,0.0,23.0,0.0,575.0,461.0,19.0,2020-03-01
7563,湖北省,67103,33762,2803,咸宁,0.0,43.0,0.0,836.0,735.0,12.0,2020-03-01
7564,湖北省,67103,33762,2803,天门,0.0,22.0,1.0,496.0,393.0,14.0,2020-03-01
7565,湖北省,67103,33762,2803,潜江,0.0,3.0,0.0,198.0,122.0,9.0,2020-03-01
7566,湖北省,67103,33762,2803,恩施州,0.0,1.0,0.0,252.0,193.0,4.0,2020-03-01
7567,湖北省,67103,33762,2803,神农架林区,0.0,0.0,0.0,11.0,11.0,0.0,2020-03-01
7568,湖北省,67217,36208,2835,武汉,111.0,1883.0,25.0,49426.0,23068.0,2252.0,2020-03-02
7569,湖北省,67217,36208,2835,孝感,0.0,163.0,0.0,3518.0,2560.0,120.0,2020-03-02
7570,湖北省,67217,36208,2835,鄂州,0.0,26.0,0.0,1391.0,840.0,48.0,2020-03-02
7571,湖北省,67217,36208,2835,黄冈,2.0,83.0,3.0,2907.0,2343.0,119.0,2020-03-02
7572,湖北省,67217,36208,2835,荆州,0.0,48.0,0.0,1580.0,1144.0,48.0,2020-03-02
7573,湖北省,67217,36208,2835,随州,0.0,28.0,2.0,1307.0,893.0,42.0,2020-03-02
7574,湖北省,67217,36208,2835,宜昌,0.0,48.0,1.0,931.0,583.0,32.0,2020-03-02
7575,湖北省,67217,36208,2835,荆门,1.0,29.0,0.0,928.0,651.0,39.0,2020-03-02
7576,湖北省,67217,36208,2835,襄阳,0.0,28.0,0.0,1175.0,913.0,34.0,2020-03-02
7577,湖北省,67217,36208,2835,黄石,0.0,23.0,0.0,1014.0,752.0,35.0,2020-03-02
7578,湖北省,67217,36208,2835,十堰,0.0,32.0,0.0,672.0,491.0,7.0,2020-03-02
7579,湖北省,67217,36208,2835,仙桃,0.0,6.0,1.0,575.0,467.0,20.0,2020-03-02
7580,湖北省,67217,36208,2835,咸宁,0.0,14.0,0.0,836.0,749.0,12.0,2020-03-02
7581,湖北省,67217,36208,2835,天门,0.0,21.0,0.0,496.0,414.0,14.0,2020-03-02
7582,湖北省,67217,36208,2835,潜江,0.0,6.0,0.0,198.0,128.0,9.0,2020-03-02
7583,湖北省,67217,36208,2835,恩施州,0.0,8.0,0.0,252.0,201.0,4.0,2020-03-02
7584,湖北省,67217,36208,2835,神农架林区,0.0,0.0,0.0,11.0,11.0,0.0,2020-03-02
7585,湖北省,67332,38556,2871,武汉,114.0,1822.0,30.0,49540.0,24890.0,2282.0,2020-03-03
7586,湖北省,67332,38556,2871,孝感,0.0,0.0,0.0,3518.0,2560.0,120.0,2020-03-03
7587,湖北省,67332,38556,2871,鄂州,0.0,0.0,0.0,1391.0,840.0,48.0,2020-03-03
7588,湖北省,67332,38556,2871,黄冈,0.0,0.0,0.0,2907.0,2343.0,119.0,2020-03-03
7589,湖北省,67332,38556,2871,荆州,0.0,0.0,0.0,1580.0,1144.0,48.0,2020-03-03
7590,湖北省,67332,38556,2871,随州,0.0,0.0,0.0,1307.0,893.0,42.0,2020-03-03
7591,湖北省,67332,38556,2871,宜昌,0.0,0.0,0.0,931.0,583.0,32.0,2020-03-03
7592,湖北省,67332,38556,2871,荆门,0.0,0.0,0.0,928.0,651.0,39.0,2020-03-03
7593,湖北省,67332,38556,2871,襄阳,0.0,0.0,0.0,1175.0,913.0,34.0,2020-03-03
7594,湖北省,67332,38556,2871,黄石,0.0,0.0,0.0,1014.0,752.0,35.0,2020-03-03
7595,湖北省,67332,38556,2871,十堰,0.0,0.0,0.0,672.0,491.0,7.0,2020-03-03
7596,湖北省,67332,38556,2871,仙桃,0.0,0.0,0.0,575.0,467.0,20.0,2020-03-03
7597,湖北省,67332,38556,2871,咸宁,0.0,0.0,0.0,836.0,749.0,12.0,2020-03-03
7598,湖北省,67332,38556,2871,天门,0.0,0.0,0.0,496.0,414.0,14.0,2020-03-03
7599,湖北省,67332,38556,2871,潜江,0.0,0.0,0.0,198.0,128.0,9.0,2020-03-03
7600,湖北省,67332,38556,2871,恩施州,0.0,0.0,0.0,252.0,201.0,4.0,2020-03-03
7601,湖北省,67332,38556,2871,神农架林区,0.0,0.0,0.0,11.0,11.0,0.0,2020-03-03
7602,湖北省,67466,40574,2902,武汉,131.0,1514.0,23.0,49671.0,26404.0,2305.0,2020-03-04
7603,湖北省,67466,40574,2902,孝感,0.0,261.0,1.0,3518.0,2821.0,121.0,2020-03-04
7604,湖北省,67466,40574,2902,鄂州,3.0,78.0,4.0,1394.0,918.0,52.0,2020-03-04
7605,湖北省,67466,40574,2902,黄冈,0.0,129.0,2.0,2907.0,2472.0,121.0,2020-03-04
7606,湖北省,67466,40574,2902,随州,0.0,82.0,0.0,1307.0,975.0,42.0,2020-03-04
7607,湖北省,67466,40574,2902,荆州,0.0,125.0,0.0,1580.0,1269.0,48.0,2020-03-04
7608,湖北省,67466,40574,2902,宜昌,0.0,56.0,1.0,931.0,639.0,33.0,2020-03-04
7609,湖北省,67466,40574,2902,荆门,0.0,35.0,0.0,928.0,686.0,39.0,2020-03-04
7610,湖北省,67466,40574,2902,襄阳,0.0,67.0,1.0,1175.0,980.0,35.0,2020-03-04
7611,湖北省,67466,40574,2902,黄石,1.0,70.0,1.0,1015.0,822.0,36.0,2020-03-04
7612,湖北省,67466,40574,2902,十堰,0.0,36.0,0.0,672.0,527.0,7.0,2020-03-04
7613,湖北省,67466,40574,2902,仙桃,0.0,14.0,0.0,575.0,481.0,20.0,2020-03-04
7614,湖北省,67466,40574,2902,咸宁,0.0,27.0,2.0,836.0,776.0,14.0,2020-03-04
7615,湖北省,67466,40574,2902,天门,0.0,21.0,1.0,496.0,435.0,15.0,2020-03-04
7616,湖北省,67466,40574,2902,恩施州,0.0,6.0,1.0,252.0,207.0,5.0,2020-03-04
7617,湖北省,67466,40574,2902,潜江,0.0,23.0,0.0,198.0,151.0,9.0,2020-03-04
7618,湖北省,67466,40574,2902,神农架林区,0.0,0.0,0.0,11.0,11.0,0.0,2020-03-04
7619,湖北省,67592,41988,2931,武汉,126.0,971.0,23.0,49797.0,27375.0,2328.0,2020-03-05
7620,湖北省,67592,41988,2931,孝感,0.0,90.0,2.0,3518.0,2911.0,123.0,2020-03-05
7621,湖北省,67592,41988,2931,鄂州,0.0,12.0,1.0,1394.0,930.0,53.0,2020-03-05
7622,湖北省,67592,41988,2931,黄冈,0.0,54.0,1.0,2907.0,2526.0,122.0,2020-03-05
7623,湖北省,67592,41988,2931,随州,0.0,35.0,0.0,1307.0,1010.0,42.0,2020-03-05
7624,湖北省,67592,41988,2931,宜昌,0.0,45.0,0.0,931.0,684.0,33.0,2020-03-05
7625,湖北省,67592,41988,2931,荆州,0.0,58.0,0.0,1580.0,1327.0,48.0,2020-03-05
7626,湖北省,67592,41988,2931,荆门,0.0,16.0,0.0,928.0,702.0,39.0,2020-03-05
7627,湖北省,67592,41988,2931,襄阳,0.0,31.0,0.0,1175.0,1011.0,35.0,2020-03-05
7628,湖北省,67592,41988,2931,十堰,0.0,12.0,1.0,672.0,539.0,8.0,2020-03-05
7629,湖北省,67592,41988,2931,黄石,0.0,37.0,0.0,1015.0,859.0,36.0,2020-03-05
7630,湖北省,67592,41988,2931,仙桃,0.0,9.0,0.0,575.0,490.0,20.0,2020-03-05
7631,湖北省,67592,41988,2931,天门,0.0,7.0,0.0,496.0,442.0,15.0,2020-03-05
7632,湖北省,67592,41988,2931,咸宁,0.0,10.0,0.0,836.0,786.0,14.0,2020-03-05
7633,湖北省,67592,41988,2931,潜江,0.0,8.0,0.0,198.0,159.0,9.0,2020-03-05
7634,湖北省,67592,41988,2931,恩施州,0.0,19.0,1.0,252.0,226.0,6.0,2020-03-05
7635,湖北省,67592,41988,2931,神农架林区,0.0,0.0,0.0,11.0,11.0,0.0,2020-03-05
7636,湖北省,67666,43500,2959,武汉,74.0,1161.0,21.0,49871.0,28536.0,2349.0,2020-03-06
7637,湖北省,67666,43500,2959,孝感,0.0,61.0,0.0,3518.0,2972.0,123.0,2020-03-06
7638,湖北省,67666,43500,2959,鄂州,0.0,26.0,1.0,1394.0,956.0,54.0,2020-03-06
7639,湖北省,67666,43500,2959,随州,0.0,38.0,1.0,1307.0,1048.0,43.0,2020-03-06
7640,湖北省,67666,43500,2959,黄冈,0.0,56.0,3.0,2907.0,2582.0,125.0,2020-03-06
7641,湖北省,67666,43500,2959,宜昌,0.0,23.0,0.0,931.0,707.0,33.0,2020-03-06
7642,湖北省,67666,43500,2959,荆州,0.0,24.0,0.0,1580.0,1351.0,48.0,2020-03-06
7643,湖北省,67666,43500,2959,荆门,0.0,26.0,0.0,928.0,728.0,39.0,2020-03-06
7644,湖北省,67666,43500,2959,十堰,0.0,14.0,0.0,672.0,553.0,8.0,2020-03-06
7645,湖北省,67666,43500,2959,襄阳,0.0,29.0,1.0,1175.0,1040.0,36.0,2020-03-06
7646,湖北省,67666,43500,2959,黄石,0.0,24.0,0.0,1015.0,883.0,36.0,2020-03-06
7647,湖北省,67666,43500,2959,仙桃,0.0,7.0,1.0,575.0,497.0,21.0,2020-03-06
7648,湖北省,67666,43500,2959,天门,0.0,9.0,0.0,496.0,451.0,15.0,2020-03-06
7649,湖北省,67666,43500,2959,潜江,0.0,1.0,0.0,198.0,160.0,9.0,2020-03-06
